experience_level,employee_residence,log_salary_in_usd
SE,US,5.278753600952829
SE,US,5.278753600952829
SE,US,5.278753600952829
SE,US,5.278753600952829
SE,US,5.278753600952829
EX,US,5.278753600952829
SE,US,5.278753600952829
MI,US,5.278753600952829
MI,US,5.278753600952829
SE,US,5.277379974667254
SE,US,5.277288244921026
SE,US,5.276691528845039
MI,US,5.276461804173244
MI,US,5.276461804173244
SE,US,5.276461804173244
SE,US,5.276461804173244
SE,US,5.276461804173244
SE,US,5.275311354541811
MI,US,5.275311354541811
SE,US,5.275311354541811
MI,US,5.275311354541811
SE,US,5.275311354541811
MI,US,5.275311354541811
SE,US,5.27415784926368
SE,US,5.27415784926368
SE,US,5.27415784926368
SE,US,5.27415784926368
SE,US,5.273626206272959
EN,US,5.273001272063738
SE,US,5.273001272063738
SE,US,5.272700056789586
MI,CA,5.272305844402086
SE,CA,5.272224638590053
SE,US,5.272208395605392
SE,FR,5.271841606536499
MI,US,5.271841606536499
MI,US,5.271841606536499
SE,US,5.271841606536499
SE,US,5.271841606536499
SE,US,5.271841606536499
SE,US,5.271841606536499
MI,US,5.271841606536499
SE,US,5.271841606536499
SE,US,5.271841606536499
SE,US,5.271841606536499
MI,US,5.271483804906972
MI,US,5.271483804906972
SE,US,5.271269912545394
SE,US,5.269512944217916
SE,US,5.269512944217916
SE,US,5.269279389771898
SE,US,5.269279389771898
SE,US,5.269279389771898
SE,US,5.269279389771898
MI,US,5.269045709657623
SE,US,5.269045709657623
SE,US,5.269045709657623
EN,US,5.269045709657623
MI,US,5.269045709657623
SE,US,5.268343913951065
SE,US,5.268320501218538
SE,US,5.2681097298084785
SE,US,5.2681097298084785
SE,US,5.267171728403014
SE,US,5.267171728403014
SE,US,5.267171728403014
SE,US,5.267171728403014
SE,US,5.267171728403014
MI,US,5.267171728403014
MI,US,5.267171728403014
SE,US,5.267171728403014
SE,US,5.267171728403014
SE,US,5.267171728403014
SE,US,5.267171728403014
MI,US,5.267171728403014
SE,US,5.267171728403014
SE,US,5.267171728403014
SE,US,5.267171728403014
SE,US,5.267171728403014
SE,US,5.267171728403014
MI,US,5.267171728403014
SE,US,5.267171728403014
SE,US,5.267171728403014
SE,US,5.267171728403014
SE,US,5.267171728403014
SE,US,5.267171728403014
SE,US,5.266936911159173
SE,CA,5.266701966884088
MI,US,5.266701966884088
SE,US,5.266701966884088
SE,US,5.266466895440241
SE,US,5.266377534919286
EN,US,5.265242468633801
SE,US,5.264817823009537
SE,US,5.264817823009537
SE,US,5.264817823009537
MI,US,5.264817823009537
MI,US,5.264817823009537
SE,US,5.264817823009537
MI,US,5.264817823009537
EX,US,5.263399331334003
EX,US,5.263399331334003
SE,US,5.26245108973043
SE,US,5.26245108973043
SE,US,5.26245108973043
SE,US,5.26150077319828
SE,US,5.260071387985075
SE,US,5.260071387985075
SE,US,5.260071387985075
EX,US,5.260071387985075
EX,US,5.259832699063484
EN,US,5.259139758421019
MI,US,5.258349892519322
SE,US,5.257918450314058
SE,US,5.2576785748691846
SE,US,5.2576785748691846
SE,US,5.256958152560932
EN,US,5.256958152560932
SE,US,5.2564772062416765
SE,US,5.2564772062416765
SE,US,5.256236533205923
MI,US,5.2552725051033065
EX,US,5.2552725051033065
SE,US,5.2552725051033065
SE,US,5.2552725051033065
MI,US,5.2552725051033065
MI,US,5.2552725051033065
SE,US,5.2552725051033065
SE,US,5.2552725051033065
SE,US,5.2552725051033065
SE,CA,5.2552725051033065
SE,US,5.2552725051033065
SE,US,5.2552725051033065
SE,US,5.2552725051033065
SE,US,5.2552725051033065
MI,US,5.2552725051033065
SE,US,5.2552725051033065
SE,US,5.2552725051033065
SE,US,5.2552725051033065
SE,US,5.2552725051033065
SE,US,5.2552725051033065
EX,US,5.2552725051033065
SE,US,5.2552725051033065
SE,US,5.2552725051033065
MI,US,5.2552725051033065
SE,US,5.2552725051033065
SE,US,5.2552725051033065
SE,CA,5.2552725051033065
SE,US,5.2552725051033065
SE,US,5.2552725051033065
SE,US,5.2552725051033065
MI,US,5.2552725051033065
MI,US,5.2552725051033065
SE,US,5.2552725051033065
MI,US,5.2552725051033065
EX,US,5.2552725051033065
MI,US,5.2552725051033065
SE,US,5.2552725051033065
SE,US,5.2552725051033065
SE,US,5.2552725051033065
SE,US,5.2552725051033065
MI,US,5.2552725051033065
SE,US,5.2552725051033065
MI,CA,5.2552725051033065
MI,US,5.2552725051033065
SE,US,5.2552725051033065
SE,US,5.2552725051033065
SE,US,5.2552725051033065
MI,US,5.2552725051033065
SE,US,5.2552725051033065
SE,US,5.2552725051033065
SE,US,5.2552725051033065
SE,US,5.2552725051033065
SE,US,5.2552725051033065
SE,US,5.2552725051033065
MI,US,5.2552725051033065
EX,US,5.2552725051033065
SE,US,5.2552725051033065
SE,US,5.2552725051033065
SE,US,5.2552725051033065
SE,US,5.2552725051033065
SE,US,5.2552725051033065
SE,US,5.2552725051033065
SE,US,5.2552725051033065
MI,US,5.255031163345551
SE,US,5.255031163345551
MI,US,5.254548077108974
EX,US,5.253338005326106
SE,US,5.252853030979893
SE,US,5.252853030979893
SE,US,5.252853030979893
SE,US,5.252853030979893
MI,US,5.252853030979893
SE,US,5.252853030979893
SE,US,5.252853030979893
MI,US,5.252853030979893
SE,US,5.252853030979893
MI,US,5.252853030979893
EN,US,5.252853030979893
MI,GB,5.252853030979893
MI,US,5.252853030979893
MI,US,5.252853030979893
MI,US,5.252853030979893
MI,US,5.252853030979893
EX,US,5.252853030979893
SE,US,5.252853030979893
SE,US,5.252853030979893
MI,US,5.252853030979893
MI,US,5.252853030979893
MI,US,5.252853030979893
MI,US,5.252853030979893
SE,US,5.252853030979893
SE,US,5.252853030979893
EN,US,5.252853030979893
EN,US,5.252853030979893
MI,US,5.252853030979893
MI,US,5.252853030979893
EX,US,5.252853030979893
EN,US,5.252853030979893
MI,US,5.252853030979893
MI,US,5.252853030979893
SE,US,5.251881454552527
SE,US,5.251881454552527
SE,US,5.251730665456164
SE,US,5.251638220448212
SE,US,5.251638220448212
MI,US,5.251029538523903
SE,US,5.251029538523903
SE,US,5.251029538523903
SE,US,5.250324837474196
SE,US,5.250324837474196
SE,US,5.249687427805301
EX,US,5.249198357391113
SE,US,5.248708735600918
SE,US,5.248708735600918
MI,US,5.2482185611900745
MI,US,5.247973266361806
SE,US,5.247973266361806
EX,US,5.247727832909723
EX,US,5.247727832909723
SE,US,5.247666452868366
SE,US,5.247236549506764
SE,US,5.247236549506764
SE,US,5.247236549506764
SE,US,5.2455126678141495
MI,US,5.2455126678141495
MI,US,5.2455126678141495
MI,US,5.2455126678141495
MI,US,5.2455126678141495
MI,US,5.2455126678141495
SE,US,5.2455126678141495
MI,US,5.2455126678141495
MI,US,5.2455126678141495
SE,US,5.2455126678141495
EX,US,5.244924985787863
EX,US,5.244924985787863
SE,US,5.244326610230636
SE,US,5.243286146083446
EN,US,5.243286146083446
EN,US,5.243286146083446
MI,US,5.243286146083446
SE,US,5.243038048686294
SE,US,5.243038048686294
SE,US,5.243038048686294
SE,US,5.243038048686294
SE,US,5.243038048686294
MI,US,5.243038048686294
EX,US,5.243038048686294
SE,US,5.243038048686294
SE,AU,5.243038048686294
SE,US,5.243038048686294
MI,US,5.243038048686294
SE,US,5.243038048686294
SE,US,5.243038048686294
SE,US,5.243038048686294
SE,US,5.243038048686294
SE,US,5.243038048686294
SE,US,5.243038048686294
SE,US,5.243038048686294
SE,US,5.243038048686294
SE,US,5.243038048686294
SE,US,5.243038048686294
SE,US,5.243038048686294
SE,US,5.243038048686294
SE,US,5.243038048686294
MI,US,5.243038048686294
SE,US,5.243038048686294
SE,US,5.243038048686294
SE,US,5.243038048686294
SE,US,5.243038048686294
MI,US,5.243038048686294
SE,US,5.243038048686294
SE,US,5.243038048686294
SE,US,5.243038048686294
SE,US,5.243038048686294
SE,US,5.243038048686294
SE,US,5.243038048686294
MI,US,5.241795431295198
SE,US,5.241795431295198
SE,US,5.241297387109993
MI,US,5.2405492482825995
MI,US,5.2405492482825995
SE,US,5.2405492482825995
SE,US,5.2405492482825995
SE,US,5.2405492482825995
SE,US,5.2405492482825995
SE,US,5.239049093140191
MI,US,5.239049093140191
SE,US,5.238046103128795
SE,US,5.238046103128795
SE,US,5.238046103128795
SE,US,5.238046103128795
SE,US,5.238046103128795
SE,US,5.238046103128795
SE,US,5.238046103128795
EN,US,5.237543738142874
SE,US,5.237543738142874
SE,US,5.237543738142874
SE,US,5.2372923375674585
SE,US,5.236789099409293
MI,US,5.236537261488694
MI,US,5.236033147117636
SE,US,5.236033147117636
MI,US,5.236033147117636
SE,US,5.236033147117636
MI,US,5.236033147117636
SE,US,5.236033147117636
SE,US,5.236033147117636
MI,US,5.23578087032756
SE,US,5.235528446907549
SE,US,5.235528446907549
MI,US,5.23506360412944
EN,US,5.2345172835126865
MI,US,5.2345172835126865
MI,US,5.233605219162272
SE,CA,5.23352912726862
SE,CA,5.23352912726862
SE,CA,5.23352912726862
MI,US,5.232996110392154
MI,US,5.232996110392154
SE,US,5.232996110392154
SE,US,5.232487866352987
SE,US,5.2322335211147335
MI,US,5.231469590430681
SE,US,5.23140586884273
MI,US,5.230959555748569
MI,US,5.230959555748569
MI,US,5.230959555748569
MI,US,5.230959555748569
MI,US,5.230959555748569
SE,US,5.230448921378274
MI,US,5.230448921378274
MI,US,5.230448921378274
MI,US,5.230448921378274
SE,US,5.230448921378274
SE,US,5.230448921378274
MI,US,5.230448921378274
SE,US,5.230448921378274
SE,US,5.230448921378274
SE,US,5.230448921378274
SE,US,5.230448921378274
MI,US,5.230448921378274
SE,US,5.230448921378274
MI,US,5.230448921378274
SE,US,5.230448921378274
MI,US,5.230448921378274
SE,US,5.230448921378274
EN,US,5.230448921378274
SE,US,5.230448921378274
MI,US,5.230448921378274
SE,US,5.230448921378274
SE,US,5.230448921378274
SE,US,5.230448921378274
EN,US,5.230448921378274
SE,US,5.230448921378274
MI,US,5.230448921378274
SE,US,5.230448921378274
MI,US,5.230448921378274
SE,US,5.230448921378274
SE,US,5.230448921378274
SE,US,5.230448921378274
SE,US,5.230448921378274
SE,US,5.230448921378274
SE,US,5.230448921378274
SE,US,5.230448921378274
MI,US,5.230448921378274
SE,US,5.230448921378274
SE,US,5.230448921378274
SE,US,5.230448921378274
SE,US,5.230448921378274
MI,US,5.230448921378274
SE,US,5.230448921378274
SE,US,5.230448921378274
SE,US,5.230448921378274
SE,US,5.230448921378274
SE,US,5.230448921378274
SE,US,5.230448921378274
SE,US,5.230448921378274
MI,US,5.230448921378274
SE,US,5.230448921378274
SE,US,5.230448921378274
SE,US,5.230448921378274
SE,US,5.230448921378274
SE,US,5.230448921378274
SE,US,5.230448921378274
MI,US,5.230448921378274
SE,US,5.230448921378274
SE,US,5.230193378869045
SE,NZ,5.229853274183897
SE,US,5.229681842317675
SE,US,5.228400358703005
SE,US,5.228400358703005
SE,US,5.227886704613674
EX,US,5.227511353140524
SE,US,5.227372442289636
SE,US,5.226857570288724
SE,US,5.226857570288724
SE,US,5.226599905207357
SE,US,5.225309281725863
MI,US,5.225309281725863
MI,US,5.225309281725863
MI,US,5.225309281725863
MI,US,5.225309281725863
SE,US,5.225309281725863
MI,US,5.225309281725863
MI,US,5.225309281725863
MI,US,5.224014811372864
MI,US,5.224014811372864
SE,US,5.224014811372864
MI,US,5.224014811372864
SE,US,5.223755453657241
SE,US,5.223236273102998
SE,US,5.223236273102998
SE,US,5.222716471147583
MI,US,5.222716471147583
MI,US,5.222716471147583
SE,US,5.221935599828005
SE,US,5.221935599828005
SE,US,5.221547244611573
SE,CA,5.107467755473903
MI,US,5.221056743333304
MI,US,5.221056743333304
SE,US,5.22104369052083
MI,US,5.220108088040055
MI,US,5.220108088040055
MI,US,5.220108088040055
EN,US,5.220108088040055
MI,US,5.220108088040055
MI,US,5.220108088040055
MI,US,5.220108088040055
MI,US,5.220108088040055
SE,US,5.220108088040055
MI,US,5.220108088040055
MI,US,5.220108088040055
MI,US,5.220108088040055
MI,US,5.220108088040055
MI,EG,5.220108088040055
EN,US,5.220108088040055
MI,US,5.220108088040055
MI,US,5.220108088040055
SE,US,5.220108088040055
SE,US,5.220108088040055
MI,US,5.220108088040055
MI,US,5.220108088040055
MI,US,5.220108088040055
SE,US,5.220108088040055
MI,US,5.220108088040055
MI,US,5.220108088040055
EN,US,5.220108088040055
MI,US,5.220108088040055
MI,US,5.220108088040055
MI,US,5.220108088040055
MI,US,5.220108088040055
MI,US,5.220108088040055
SE,US,5.2198463860243605
MI,US,5.219060332448861
MI,US,5.219060332448861
SE,US,5.219060332448861
MI,US,5.219060332448861
MI,US,5.218797998111738
SE,US,5.217747073262793
SE,US,5.217747073262793
SE,US,5.217747073262793
SE,US,5.217747073262793
SE,US,5.217747073262793
MI,US,5.217747073262793
SE,US,5.217747073262793
MI,US,5.217747073262793
SE,US,5.217747073262793
SE,US,5.217483944213907
SE,US,5.217483944213907
SE,US,5.217483944213907
SE,CA,5.217483944213907
MI,US,5.217483944213907
SE,US,5.217483944213907
SE,US,5.217483944213907
MI,US,5.217483944213907
MI,US,5.217483944213907
SE,US,5.217483944213907
SE,US,5.217483944213907
SE,US,5.217483944213907
SE,US,5.217483944213907
MI,US,5.217483944213907
MI,US,5.217483944213907
SE,AU,5.217483944213907
SE,US,5.217483944213907
MI,US,5.217483944213907
SE,US,5.217483944213907
MI,US,5.217483944213907
SE,US,5.217483944213907
MI,US,5.217483944213907
SE,US,5.217483944213907
SE,US,5.217483944213907
SE,US,5.217483944213907
SE,US,5.217483944213907
SE,US,5.217483944213907
SE,US,5.217483944213907
MI,US,5.217483944213907
SE,US,5.217483944213907
SE,US,5.217483944213907
SE,US,5.217483944213907
SE,US,5.217483944213907
MI,US,5.217088951479171
SE,US,5.217075778865637
MI,US,5.216957207361097
MI,US,5.216693599169754
SE,US,5.2165353574183575
SE,US,5.215637563435061
SE,US,5.214843848047698
MI,US,5.214843848047698
SE,US,5.214843848047698
SE,US,5.214843848047698
SE,US,5.214843848047698
SE,US,5.214843848047698
SE,US,5.214843848047698
SE,US,5.214843848047698
SE,US,5.214843848047698
SE,US,5.214843848047698
SE,US,5.214843848047698
SE,US,5.214843848047698
SE,CA,5.214843848047698
SE,US,5.214048679411942
EX,US,5.213517756996305
SE,US,5.212720154417842
SE,US,5.212187604403958
SE,US,5.212187604403958
EX,US,5.212187604403958
SE,US,5.212187604403958
SE,US,5.212187604403958
SE,US,5.21192108430851
SE,US,5.2117050830696545
EN,US,5.210157937653242
EN,US,5.210157937653242
EN,US,5.210157937653242
EN,US,5.210157937653242
SE,US,5.209515014542631
SE,US,5.209515014542631
SE,US,5.209515014542631
SE,US,5.209515014542631
SE,US,5.209515014542631
SE,US,5.209515014542631
MI,US,5.209515014542631
SE,US,5.209515014542631
SE,US,5.209515014542631
SE,US,5.209515014542631
MI,US,5.209515014542631
SE,US,5.209246848753374
MI,US,5.209179781425327
SE,US,5.208172526667122
SE,US,5.208172526667122
EX,US,5.207634367388962
EX,US,5.207634367388962
MI,US,5.207499723307305
MI,US,5.207499723307305
SE,US,5.20682587603185
SE,US,5.20682587603185
SE,US,5.206015876763344
MI,US,5.205420915676343
SE,US,5.204391331919299
MI,US,5.204119982655925
SE,US,5.204119982655925
EN,US,5.204119982655925
SE,US,5.204119982655925
MI,US,5.204119982655925
MI,US,5.204119982655925
SE,US,5.204119982655925
EN,US,5.204119982655925
SE,US,5.204119982655925
SE,US,5.204119982655925
SE,US,5.204119982655925
SE,US,5.204119982655925
SE,US,5.204119982655925
MI,US,5.204119982655925
SE,US,5.204119982655925
MI,US,5.204119982655925
MI,US,5.204119982655925
SE,US,5.204119982655925
SE,US,5.204119982655925
SE,US,5.204119982655925
SE,US,5.204119982655925
MI,US,5.204119982655925
EN,US,5.204119982655925
SE,US,5.204119982655925
SE,US,5.204119982655925
SE,US,5.204119982655925
EN,US,5.204119982655925
SE,US,5.204119982655925
EX,US,5.204119982655925
EX,US,5.204119982655925
MI,US,5.204119982655925
MI,US,5.204119982655925
SE,US,5.204119982655925
SE,US,5.204119982655925
SE,US,5.204119982655925
SE,US,5.204119982655925
MI,US,5.204119982655925
MI,US,5.204119982655925
SE,US,5.204119982655925
MI,US,5.204119982655925
SE,US,5.204119982655925
MI,US,5.204119982655925
SE,US,5.204119982655925
EX,US,5.204119982655925
SE,US,5.204119982655925
SE,US,5.204119982655925
MI,US,5.204119982655925
MI,US,5.204119982655925
SE,US,5.204119982655925
MI,US,5.204119982655925
MI,US,5.204119982655925
SE,US,5.204119982655925
SE,US,5.204119982655925
SE,US,5.204119982655925
SE,US,5.204119982655925
SE,US,5.204119982655925
SE,US,5.204119982655925
EN,US,5.203766974960574
SE,US,5.202215775801132
SE,US,5.202215775801132
SE,US,5.202215775801132
SE,US,5.202215775801132
SE,US,5.202215775801132
SE,US,5.202215775801132
SE,US,5.202215775801132
SE,US,5.202215775801132
SE,US,5.202215775801132
SE,US,5.202215775801132
SE,US,5.202215775801132
MI,US,5.202079441007388
SE,US,5.201397124320452
SE,US,5.201397124320452
SE,US,5.201397124320452
SE,CA,5.201397124320452
SE,US,5.201397124320452
MI,US,5.201397124320452
SE,US,5.201397124320452
MI,US,5.201397124320452
SE,US,5.201397124320452
SE,US,5.201397124320452
SE,US,5.201397124320452
SE,US,5.201397124320452
SE,US,5.200522191802113
SE,CA,5.20002926655377
SE,US,5.20002926655377
MI,US,5.20002926655377
SE,US,5.20001282607293
MI,US,5.198931869932209
EN,US,5.198931869932209
MI,US,5.198657086954422
EN,US,5.198657086954422
MI,US,5.198657086954422
MI,US,5.198657086954422
MI,US,5.198657086954422
EN,CA,5.198382130008294
EN,CA,5.198382130008294
SE,CA,5.198382130008294
MI,US,5.198382130008294
EN,CA,5.198382130008294
SE,US,5.1982445862282365
EN,US,5.197556213153536
EN,US,5.197556213153536
SE,US,5.19728055812562
SE,US,5.19728055812562
SE,US,5.19728055812562
SE,US,5.197214374876192
SE,US,5.196297803637806
SE,US,5.195899652409234
SE,US,5.194447735704447
MI,US,5.194375567482212
SE,US,5.194236748723829
SE,US,5.193958978019187
MI,CA,5.193681029541281
SE,US,5.193124598354461
SE,US,5.193124598354461
SE,US,5.193124598354461
SE,US,5.193124598354461
SE,US,5.193124598354461
SE,US,5.193124598354461
EN,US,5.193124598354461
SE,US,5.192051457070447
SE,US,5.192051457070447
SE,US,5.19200959265367
SE,US,5.190821754057435
SE,US,5.190331698170292
SE,US,5.190331698170292
SE,US,5.190331698170292
SE,US,5.190331698170292
SE,PL,5.190331698170292
EX,CA,5.190331698170292
SE,US,5.190331698170292
SE,US,5.190331698170292
SE,US,5.190331698170292
SE,US,5.190331698170292
MI,US,5.190331698170292
MI,US,5.190331698170292
SE,CA,5.190331698170292
SE,US,5.190331698170292
MI,US,5.190331698170292
SE,US,5.190331698170292
SE,US,5.190331698170292
SE,US,5.190331698170292
MI,US,5.190331698170292
SE,US,5.190331698170292
SE,US,5.190331698170292
SE,US,5.190331698170292
SE,US,5.190331698170292
SE,US,5.190331698170292
EN,US,5.189821452769453
MI,US,5.189770956346874
EN,US,5.189770956346874
MI,US,5.189770956346874
MI,US,5.188928483760853
SE,US,5.188647295999718
MI,GB,5.285557309007774
SE,US,5.188534769899359
SE,US,5.187802638718419
MI,US,5.187802638718419
SE,US,5.187520720836463
SE,US,5.187520720836463
SE,US,5.187520720836463
MI,US,5.187520720836463
SE,US,5.187520720836463
EN,US,5.187520720836463
MI,US,5.187520720836463
MI,US,5.187520720836463
SE,US,5.187238619831478
SE,US,5.187238619831478
SE,US,5.187238619831478
MI,US,5.186673867499745
SE,US,5.185825359612962
SE,US,5.185258765296585
SE,US,5.18480495701924
SE,US,5.18480495701924
MI,US,5.18480495701924
SE,US,5.184742521280795
SE,US,5.184691430817598
EN,US,5.184691430817598
EN,US,5.184691430817598
SE,US,5.184691430817598
MI,US,5.184691430817598
MI,US,5.184691430817598
SE,US,5.184691430817598
MI,US,5.184691430817598
SE,US,5.184691430817598
MI,US,5.184691430817598
SE,CA,5.184691430817598
SE,CA,5.184691430817598
MI,US,5.183554533618862
EN,US,5.183269843682805
SE,US,5.1829849670035815
SE,US,5.1829137186264385
SE,US,5.1829137186264385
SE,US,5.1829137186264385
SE,US,5.1829137186264385
SE,US,5.1829137186264385
MI,CA,5.181843587944773
SE,US,5.181843587944773
SE,US,5.181843587944773
MI,US,5.181843587944773
MI,US,5.181843587944773
SE,US,5.181843587944773
SE,US,5.181843587944773
SE,US,5.181843587944773
MI,US,5.181843587944773
MI,US,5.181843587944773
SE,US,5.181843587944773
SE,US,5.181557773862786
SE,US,5.181557773862786
SE,US,5.181557773862786
MI,US,5.181271771559461
SE,US,5.181271771559461
MI,US,5.181271771559461
SE,US,5.181271771559461
MI,US,5.181271771559461
SE,US,5.180699201296035
MI,US,5.1804126328383235
MI,US,5.1804126328383235
SE,US,5.1804126328383235
EN,US,5.17972409606009
MI,US,5.17897694729317
SE,US,5.17897694729317
SE,US,5.17897694729317
MI,US,5.17897694729317
SE,US,5.178674849395301
SE,US,5.178401341533755
EN,US,5.178113252314632
SE,US,5.178113252314632
SE,US,5.178113252314632
SE,CA,5.177536499929862
SE,US,5.176091259055681
EX,US,5.176091259055681
MI,US,5.176091259055681
MI,US,5.176091259055681
MI,CA,5.176091259055681
SE,US,5.176091259055681
SE,US,5.176091259055681
MI,US,5.176091259055681
EN,US,5.176091259055681
SE,US,5.176091259055681
EX,US,5.176091259055681
MI,US,5.176091259055681
MI,US,5.176091259055681
MI,US,5.176091259055681
SE,SA,5.176091259055681
MI,US,5.176091259055681
MI,US,5.176091259055681
MI,US,5.176091259055681
SE,US,5.176091259055681
EN,US,5.176091259055681
EN,US,5.176091259055681
EN,US,5.176091259055681
SE,US,5.176091259055681
EN,US,5.176091259055681
SE,US,5.176091259055681
MI,US,5.176091259055681
SE,US,5.176091259055681
SE,US,5.176091259055681
MI,US,5.176091259055681
SE,US,5.176091259055681
MI,US,5.176091259055681
SE,US,5.176091259055681
SE,US,5.176091259055681
SE,US,5.176091259055681
SE,US,5.176091259055681
SE,US,5.176091259055681
SE,US,5.176091259055681
EX,US,5.176091259055681
SE,US,5.176091259055681
MI,US,5.176091259055681
EX,US,5.176091259055681
EN,US,5.176091259055681
MI,US,5.176091259055681
SE,US,5.176091259055681
MI,US,5.176091259055681
SE,GB,5.176091259055681
MI,US,5.176091259055681
MI,US,5.176091259055681
EN,US,5.176091259055681
SE,US,5.176091259055681
SE,US,5.176091259055681
SE,US,5.176091259055681
MI,US,5.176091259055681
MI,US,5.176091259055681
MI,US,5.176091259055681
SE,US,5.176091259055681
SE,US,5.176091259055681
MI,US,5.176091259055681
MI,US,5.176091259055681
MI,US,5.176091259055681
SE,US,5.176091259055681
MI,US,5.176091259055681
MI,US,5.176091259055681
EX,US,5.176091259055681
SE,US,5.176091259055681
SE,US,5.176091259055681
SE,US,5.176091259055681
MI,DE,5.221847012434955
SE,US,5.176091259055681
SE,US,5.176091259055681
SE,US,5.176091259055681
EN,US,5.176091259055681
SE,US,5.176091259055681
SE,US,5.176091259055681
EN,US,5.176091259055681
SE,US,5.176091259055681
SE,US,5.176091259055681
MI,US,5.176091259055681
SE,US,5.176091259055681
SE,US,5.176091259055681
SE,US,5.176091259055681
SE,US,5.176091259055681
SE,US,5.175511813363448
SE,US,5.175511813363448
SE,US,5.175366831061349
SE,US,5.175366831061349
SE,US,5.174641192660449
SE,US,5.174059807725025
SE,US,5.17376882313665
SE,US,5.17376882313665
SE,US,5.173407731269665
MI,US,5.173186268412274
SE,DE,5.173186268412274
SE,US,5.173186268412274
SE,US,5.173186268412274
SE,US,5.173186268412274
SE,US,5.172456974400587
SE,US,5.172001273627119
SE,US,5.171726453653231
SE,US,5.171141151028382
MI,US,5.170555058521209
MI,US,5.170555058521209
SE,US,5.1702617153949575
SE,US,5.1702617153949575
SE,US,5.1702617153949575
MI,US,5.1702617153949575
SE,US,5.1702617153949575
SE,US,5.1702617153949575
SE,US,5.1702617153949575
SE,US,5.1702617153949575
MI,US,5.1702617153949575
MI,US,5.1702617153949575
MI,US,5.169968173996892
MI,US,5.169674434058807
SE,US,5.169292274879936
SE,US,5.169218744161391
SE,US,5.169086357487023
SE,US,5.168792020314182
SE,US,5.168792020314182
SE,US,5.168792020314182
SE,US,5.168792020314182
SE,US,5.168792020314182
MI,US,5.168497483523033
EN,US,5.1673173347481764
MI,US,5.1673173347481764
SE,US,5.1673173347481764
MI,US,5.1673173347481764
SE,US,5.167021795790257
SE,US,5.167021795790257
SE,US,5.167021795790257
SE,US,5.167021795790257
SE,US,5.167021795790257
SE,US,5.167021795790257
SE,US,5.167021795790257
SE,US,5.167021795790257
SE,US,5.167021795790257
SE,US,5.167021795790257
MI,US,5.166876908250737
SE,US,5.166726055580051
SE,US,5.165837624690128
SE,US,5.165143384714134
SE,US,5.165143384714134
SE,US,5.165143384714134
SE,US,5.165143384714134
MI,US,5.1647245241698965
MI,US,5.164650215934297
SE,US,5.164650215934297
MI,US,5.164650215934297
SE,US,5.164352855784437
EN,US,5.164352855784437
MI,US,5.164352855784437
SE,US,5.164352855784437
EN,US,5.164352855784437
SE,US,5.164352855784437
SE,US,5.164352855784437
SE,US,5.164352855784437
SE,US,5.164352855784437
SE,US,5.164352855784437
SE,US,5.164352855784437
SE,US,5.164352855784437
SE,US,5.164352855784437
SE,US,5.164352855784437
SE,US,5.164352855784437
SE,US,5.164352855784437
SE,US,5.164352855784437
SE,US,5.164352855784437
SE,US,5.164352855784437
SE,US,5.164352855784437
SE,US,5.164352855784437
SE,US,5.164352855784437
MI,CA,5.164352855784437
SE,US,5.163161374977018
MI,US,5.163101715043975
MI,US,5.162862993321926
SE,US,5.162564406523019
MI,US,5.162564406523019
SE,US,5.162564406523019
SE,US,5.162444914299978
SE,US,5.162444914299978
SE,US,5.16174223274663
MI,US,5.161667412437736
SE,US,5.161368002234975
SE,US,5.161368002234975
SE,US,5.161368002234975
MI,US,5.161368002234975
SE,US,5.161368002234975
EN,US,5.161368002234975
SE,US,5.161368002234975
SE,US,5.161368002234975
SE,US,5.161368002234975
SE,US,5.161368002234975
SE,US,5.161368002234975
MI,US,5.161368002234975
SE,US,5.161368002234975
SE,US,5.161368002234975
MI,US,5.161368002234975
SE,US,5.161368002234975
SE,US,5.161368002234975
SE,US,5.161368002234975
SE,US,5.161368002234975
SE,US,5.161368002234975
SE,US,5.161368002234975
MI,US,5.161368002234975
SE,US,5.161368002234975
SE,US,5.161368002234975
SE,US,5.161368002234975
SE,US,5.161068385471174
SE,US,5.1604685311190375
MI,US,5.160318437984002
EN,US,5.160318437984002
SE,US,5.160168292958512
SE,US,5.160168292958512
SE,US,5.160168292958512
SE,US,5.160168292958512
SE,US,5.159867847092567
SE,US,5.1592663310934945
SE,US,5.1592663310934945
EX,US,5.15896526038341
SE,US,5.15896526038341
SE,US,5.15896526038341
SE,US,5.15896526038341
EN,US,5.15896526038341
MI,US,5.15896526038341
SE,US,5.15896526038341
SE,US,5.158778491672432
SE,US,5.158362492095249
SE,US,5.158362492095249
EN,US,5.158362492095249
SE,US,5.158362492095249
SE,US,5.158362492095249
SE,US,5.158362492095249
SE,US,5.158362492095249
SE,US,5.157758886046864
SE,US,5.157758886046864
SE,US,5.157474901136959
SE,US,5.156851901070011
EX,CA,5.156237098303249
SE,US,5.155336037465061
MI,US,5.155336037465061
MI,US,5.155336037465061
SE,US,5.155336037465061
SE,US,5.155336037465061
SE,US,5.155336037465061
MI,US,5.153814864344529
MI,US,5.153814864344529
SE,AU,5.153814864344529
SE,US,5.15336357322419
MI,US,5.1525940779274695
MI,US,5.152294461163669
SE,US,5.152288344383057
SE,US,5.152288344383057
MI,CA,5.152288344383057
SE,US,5.152288344383057
